demographic,earnings,order_earnings,change_earnings,earnings_hs,order_earnings_hs,change_earnings_hs,earnings_ba,order_earnings_ba,change_earnings_ba,earnings_aa,order_earnings_aa,change_earnings_aa,earnings_justice,order_earnings_justice,change_earnings_justice,earnings_race,order_earnings_race,change_earnings_race,earnings_comm,order_earnings_comm,change_earnings_comm,earnings_job_quality,order_earnings_job_quality,change_earnings_job_quality,earnings_job_training,order_earnings_job_training,change_earnings_job_training
Black men,2,6,0,2,6,0,2,6,0,2,5,0,3,17,1,7,12,1,2,4,1,3,18,1,2,5,1
Black women,4,19,0,4,19,0,4,18,0,4,17,0,4,19,0,5,10,1,4,18,1,4,18,1,4,18,1
Black men,3,19,0,3,17,0,3,19,0,3,17,0,3,18,1,8,10,1,3,15,1,3,19,0,3,20,1
White men+,5,26,0,5,23,0,5,26,0,5,26,0,5,26,0,5,26,0,8,20,1,5,25,0,5,24,0
White men+,12,14,0,12,14,0,12,16,0,12,14,0,12,14,0,12,14,0,12,14,0,12,16,0,12,12,0
Hispanic women,7,3,0,7,3,1,7,3,1,7,4,1,7,3,1,6,4,-1,7,4,1,7,2,1,7,3,1
White men+,10,16,0,10,16,0,10,15,0,10,16,0,10,16,0,10,16,0,10,17,0,10,18,0,10,17,0
Black men,1,6,0,1,6,0,1,6,0,1,6,0,1,5,1,4,4,1,1,5,0,1,3,0,1,6,0
White men+,16,4,0,16,4,0,16,5,0,16,4,0,16,4,0,16,4,0,16,4,1,17,4,1,16,4,1
White women+,2,33,0,2,29,0,2,33,0,2,33,0,2,33,0,2,33,0,2,32,1,2,33,1,2,33,1
White women+,2,34,0,2,30,0,2,34,0,2,34,0,2,34,0,2,34,0,2,33,1,2,34,0,2,34,0
White men+,8,18,0,8,21,0,8,18,0,9,22,1,8,18,0,8,18,0,8,21,0,8,23,0,9,20,1
White women+,4,35,0,4,37,0,7,15,1,5,26,1,4,35,0,4,35,0,4,33,1,4,34,0,4,34,1
White women+,10,13,0,10,13,0,10,14,0,10,13,0,10,13,0,10,13,0,10,13,0,10,14,0,10,15,0
White women+,3,23,0,3,21,0,3,23,0,3,23,0,3,23,0,3,23,0,3,21,0,3,17,1,3,21,1
White men+,11,15,0,11,16,0,11,14,0,11,15,0,11,15,0,11,15,0,11,16,1,12,17,1,11,15,1
White men+,11,16,0,11,17,0,11,15,0,11,16,0,11,16,0,11,16,0,11,17,1,12,18,1,11,16,1
Black women,4,20,0,4,20,0,4,19,0,4,18,0,4,20,0,3,11,-1,4,19,0,4,19,1,4,19,1
White men+,6,39,0,6,38,0,6,39,0,6,39,0,6,39,0,6,39,0,6,41,1,7,34,1,6,32,1
White men+,12,15,0,12,15,0,12,17,0,12,15,0,12,15,0,12,15,0,12,15,0,12,19,0,12,13,1
White men+,13,8,0,13,9,1,13,8,1,13,8,1,13,8,1,13,8,1,13,8,1,13,7,1,14,12,1
White women+,4,36,0,8,14,1,4,34,0,4,33,0,4,36,0,4,36,0,4,34,1,4,35,1,4,35,1
White men+,3,12,0,3,11,0,3,12,0,3,12,0,3,12,0,3,12,0,4,16,1,4,13,1,4,19,1
White men+,7,29,0,7,33,0,7,28,0,7,25,0,7,29,0,7,29,0,7,32,0,7,35,0,7,38,0
White women+,2,35,0,2,31,0,2,35,0,2,35,0,2,35,0,2,35,0,2,34,1,2,35,1,2,35,1
White women+,5,29,0,5,30,0,5,29,0,5,27,0,5,29,0,5,29,0,5,29,1,5,32,0,5,31,-1
White men+,8,19,0,8,22,0,8,19,0,8,22,0,8,19,0,8,19,0,8,22,0,8,24,0,8,18,1
White men+,7,30,0,7,34,0,7,29,0,7,26,0,7,30,0,7,30,0,7,33,0,8,25,1,7,39,1
Black women,2,13,0,2,12,0,2,13,0,2,13,0,2,13,0,1,1,-1,2,11,0,2,12,0,2,13,0
White women+,2,36,0,4,38,1,2,36,0,2,36,0,2,36,0,2,36,0,2,35,1,2,36,0,2,36,0
White men+,4,18,0,5,24,1,4,18,0,4,18,0,4,18,0,4,18,0,4,17,1,4,14,1,4,20,1
White women+,4,37,0,4,39,0,4,35,0,4,34,0,4,37,0,4,37,0,4,35,1,4,36,1,4,36,1
White men+,7,31,0,7,35,0,7,30,0,7,27,0,7,31,0,7,31,0,7,34,1,7,36,0,7,40,1
White men+,7,32,0,7,36,0,7,31,0,7,28,0,7,32,0,7,32,0,7,35,1,7,37,0,7,41,1
White women+,5,30,0,5,31,0,5,30,0,5,28,0,5,30,0,5,30,0,5,30,1,5,33,1,5,32,1
White men+,3,13,0,3,12,0,3,13,0,3,13,0,3,13,0,3,13,0,4,18,1,3,10,1,3,9,1
White women+,5,31,0,5,32,0,5,31,0,5,29,0,5,31,0,5,31,0,5,31,1,5,34,1,5,33,1
White women+,4,38,0,4,40,0,4,36,0,4,35,0,4,38,0,4,38,0,4,36,1,4,37,1,4,37,1
White women+,6,30,0,6,32,0,6,30,0,6,34,0,6,30,0,6,30,0,6,31,0,6,23,0,6,26,0
Black men,3,20,0,3,18,0,3,20,0,3,18,0,3,19,1,10,5,1,3,16,1,3,20,0,3,21,0
Black men,3,21,0,3,19,0,3,21,0,6,6,1,3,20,1,8,11,1,3,17,1,3,21,0,3,22,0
Black men,3,22,0,3,20,0,3,22,0,3,19,0,3,21,1,8,12,1,3,18,1,3,22,1,3,23,1
Black women,5,10,0,5,12,0,5,10,0,5,12,0,5,10,0,5,11,-1,5,10,1,5,11,1,5,12,1
White men+,10,17,0,10,17,0,10,16,0,10,17,0,10,17,0,10,17,0,10,18,0,10,19,0,11,17,1
Black men,11,1,0,11,1,0,11,1,0,11,1,0,11,1,1,16,1,1,11,1,1,11,1,0,11,1,1
Black women,7,3,0,7,3,0,7,4,0,7,4,0,7,3,0,7,4,1,7,3,1,7,3,0,7,2,1
Black women,7,4,0,7,4,0,7,5,0,7,5,0,7,4,0,8,3,1,7,4,1,7,4,0,7,3,1
White women+,5,32,0,5,33,0,9,20,1,5,30,0,5,32,0,5,32,0,5,32,1,6,24,1,5,34,1
White men+,3,14,0,5,25,1,3,14,0,3,14,0,3,14,0,3,14,0,3,12,0,4,15,1,3,10,1
Black women,4,21,0,4,21,0,4,20,0,5,13,1,4,21,0,5,12,1,4,20,1,5,12,1,4,20,1
Black women,3,13,0,3,11,0,3,13,0,4,19,1,3,13,0,6,10,1,4,21,1,4,20,1,4,21,1
Black women,3,14,0,3,12,0,3,14,0,3,11,0,3,14,0,3,12,1,3,13,1,3,12,0,3,12,0
Black men,1,7,0,1,7,0,1,7,0,1,7,0,1,6,1,5,3,1,1,6,1,1,4,0,1,7,0
Black men,4,8,0,4,8,0,4,8,0,4,6,0,5,6,1,7,13,1,5,10,1,4,10,0,4,8,0
Black men,8,2,0,8,2,0,8,2,0,8,3,0,9,4,1,14,4,1,9,5,1,9,4,1,9,4,1
Black men,2,7,0,2,7,0,2,7,0,2,6,0,2,5,1,11,6,1,2,5,0,2,8,0,2,6,0
Black men,4,9,0,4,9,0,4,9,0,4,7,0,5,7,1,12,5,1,5,11,1,4,11,0,5,6,1
Black men,3,23,0,3,21,0,3,23,0,3,20,0,3,22,1,8,13,1,3,19,1,3,23,1,3,24,1
Black women,8,2,0,8,2,0,8,2,0,8,2,0,8,2,0,9,3,1,8,2,1,8,2,0,8,3,0
Black women,4,22,0,4,22,0,4,21,0,4,20,0,4,22,0,3,13,-1,4,22,1,4,21,1,4,22,1
White men+,13,9,0,13,10,0,13,9,0,13,9,0,13,9,0,13,9,0,14,11,1,13,8,0,13,13,0
White men+,7,33,0,7,37,0,7,32,0,7,29,0,7,33,0,7,33,0,7,36,0,8,26,1,7,42,1
White men+,5,27,0,5,26,0,5,27,0,5,27,0,5,27,0,5,27,0,5,19,0,6,34,1,5,25,1
White women+,2,37,0,2,32,0,2,37,0,2,37,0,2,37,0,2,37,0,2,36,0,2,37,0,2,37,0
White women+,5,33,0,5,34,0,5,32,0,5,31,0,5,33,0,5,33,0,5,33,0,6,25,1,5,35,1
White men+,12,16,0,12,16,0,12,18,0,12,16,0,12,16,0,12,16,0,12,16,1,12,20,0,12,14,1
Black men,2,8,0,2,8,0,2,8,0,2,7,0,2,6,1,6,5,1,2,6,1,2,9,1,2,7,1
White men+,4,19,0,4,15,0,4,19,0,4,19,0,4,19,0,4,19,0,4,19,0,4,16,1,4,21,1
White men+,12,17,0,12,17,0,12,19,0,12,17,0,12,17,0,12,17,0,12,17,0,12,21,0,12,15,1
White men+,14,11,0,14,11,0,14,11,0,14,11,0,14,11,0,14,11,0,14,12,1,14,11,0,14,13,0
White men+,7,34,0,7,38,0,7,33,0,7,30,0,7,34,0,7,34,0,7,37,1,8,27,1,7,43,1
White women+,5,34,0,5,35,0,5,33,0,5,32,0,5,34,0,5,34,0,5,34,0,5,35,0,5,36,0
White men+,11,17,0,11,18,0,11,16,0,11,17,0,11,17,0,11,17,0,11,18,0,11,15,0,11,18,0
White women+,4,39,0,4,41,0,4,37,0,4,36,0,4,39,0,4,39,0,4,37,1,5,36,1,4,38,1
White women+,16,6,0,16,6,0,16,6,0,16,6,0,16,6,0,16,6,0,16,6,0,16,6,0,16,7,0
White men+,11,18,0,11,19,0,11,17,0,11,18,0,11,18,0,11,18,0,11,19,0,11,16,0,11,19,1
White women+,3,24,0,3,22,0,3,24,0,3,24,0,3,24,0,3,24,0,3,22,1,3,18,1,3,22,1
White men+,12,18,0,12,18,0,12,20,0,12,18,0,12,18,0,12,18,0,12,18,0,14,12,1,13,14,1
White women+,11,12,0,11,12,0,11,13,0,11,12,0,11,12,0,11,12,0,11,13,0,11,13,0,11,14,0
White men+,10,18,0,10,18,0,10,17,0,11,19,1,10,18,0,10,18,0,10,19,1,10,20,0,10,18,1
White men+,6,40,0,6,39,0,6,40,0,6,40,0,6,40,0,6,40,0,6,42,0,6,35,0,7,44,1
Hispanic women,9,2,0,9,2,1,9,2,1,9,2,1,9,2,1,11,1,1,9,2,1,9,2,1,9,2,1
White women+,4,40,0,4,42,0,4,38,0,4,37,0,4,40,0,4,40,0,4,38,0,5,37,1,4,39,1
White men+,5,28,0,5,27,0,5,28,0,5,28,0,5,28,0,5,28,0,5,20,1,5,26,0,6,33,1
Hispanic men,6,8,0,6,8,0,6,7,0,6,7,0,6,8,0,9,6,1,6,7,0,6,5,0,6,6,1
White women+,5,35,0,5,36,0,5,34,0,5,33,0,5,35,0,5,35,0,5,35,0,5,38,1,5,37,1
White men+,5,29,0,5,28,0,5,29,0,5,29,0,5,29,0,5,29,0,8,23,1,5,27,0,5,26,0
White men+,5,30,0,5,29,0,5,30,0,5,30,0,5,30,0,5,30,0,5,21,0,5,28,0,5,27,0
White women+,4,41,0,4,43,0,4,39,0,4,38,0,4,41,0,4,41,0,5,36,1,5,39,1,5,38,1
White women+,8,14,0,8,15,0,8,14,0,8,14,0,8,14,0,8,14,0,8,13,1,8,17,0,8,13,0
White women+,2,38,0,4,44,1,2,38,0,2,38,0,2,38,0,2,38,0,2,37,0,2,38,0,2,38,0
White women+,2,39,0,2,33,0,2,39,0,2,39,0,2,39,0,2,39,0,2,38,0,2,39,0,2,39,0
White men+,9,22,0,9,21,0,9,21,0,9,23,0,9,22,0,9,22,0,9,22,0,9,22,0,9,21,0
White women+,4,42,0,4,45,0,4,40,0,4,39,0,4,42,0,4,42,0,4,39,0,4,38,1,4,40,1
White men+,6,41,0,6,40,0,6,41,0,6,41,0,6,41,0,6,41,0,6,43,1,7,38,1,6,34,0
White men+,4,20,0,4,16,0,4,20,0,4,20,0,4,20,0,4,20,0,4,20,1,4,17,0,4,22,0
White men+,7,35,0,7,39,0,7,34,0,7,31,0,7,35,0,7,35,0,7,38,1,7,39,0,7,45,1
White men+,3,15,0,3,13,0,3,15,0,3,15,0,3,15,0,3,15,0,3,13,0,4,18,1,4,23,1
White women+,9,20,0,9,20,0,9,21,0,9,20,0,9,20,0,9,20,0,9,22,0,9,19,0,9,18,1
White men+,15,14,0,15,14,0,15,13,0,15,14,0,15,14,0,15,14,0,15,14,0,15,15,0,16,5,1
Black men,7,8,0,7,8,0,7,8,0,10,2,1,7,8,1,14,5,1,8,2,1,8,2,1,8,2,1
White men+,7,36,0,7,40,0,7,35,0,7,32,0,7,36,0,7,36,0,7,39,0,7,40,0,8,19,1
White men+,7,37,0,7,41,0,7,36,0,7,33,0,7,37,0,7,37,0,7,40,1,8,28,1,7,46,1
White women+,6,31,0,6,33,0,6,31,0,6,35,0,6,31,0,6,31,0,6,32,1,6,26,0,6,27,1
White women+,2,40,0,2,34,0,2,40,0,2,40,0,2,40,0,2,40,0,3,23,1,2,40,0,2,40,0
Black women,9,3,0,9,4,0,9,4,0,9,3,0,9,3,0,11,3,1,10,3,1,10,3,1,9,3,0
Black men,3,24,0,3,22,0,3,24,0,3,21,0,3,23,1,8,14,1,3,20,0,3,24,0,3,25,1
White men+,7,38,0,7,42,0,7,37,0,7,34,0,7,38,0,7,38,0,7,41,0,8,29,1,7,47,0
White women+,10,14,0,10,14,-1,10,15,-1,10,14,-1,10,14,-1,10,14,-1,10,14,-1,10,15,-1,11,15,1
White women+,10,15,0,10,15,-1,10,16,-1,10,15,-1,10,15,-1,10,15,-1,10,15,-1,10,16,-1,11,16,1
White men+,10,19,0,10,19,0,10,18,0,10,18,0,10,19,0,10,19,0,10,20,0,10,21,0,11,20,1
Black men,1,8,0,3,23,1,1,8,0,1,8,0,1,7,1,2,1,1,1,7,1,1,5,1,1,8,1
Black women,4,23,0,4,23,0,4,22,0,4,21,0,4,23,0,5,13,1,5,11,1,5,13,1,5,13,1
Black men,2,9,0,2,9,0,2,9,0,2,8,0,2,7,1,6,6,1,3,21,1,2,10,0,2,8,0
White men+,10,20,0,10,20,0,10,19,0,10,19,0,10,20,0,10,20,0,11,20,1,10,22,0,11,21,1
Black women,10,3,0,10,3,0,10,3,0,10,3,0,10,3,0,10,3,1,10,4,1,10,4,0,10,3,0
White women+,10,16,0,10,16,0,10,17,0,10,16,0,10,16,0,10,16,0,10,16,1,10,17,0,10,16,0
Black men,3,25,0,3,24,0,3,25,0,3,22,0,3,24,1,7,14,1,3,22,0,4,12,1,3,26,1
Black women,3,15,0,3,13,0,3,15,0,3,12,0,3,15,0,3,14,1,5,12,1,3,13,0,3,13,0
Black women,5,11,0,5,13,0,5,11,0,5,14,0,5,11,0,5,14,1,5,13,0,5,14,1,5,14,1
White women+,8,15,0,8,16,0,8,15,0,8,15,0,8,15,0,8,15,0,8,14,0,8,18,1,8,14,1
White men+,15,15,0,15,15,0,15,14,0,15,15,0,15,15,0,15,15,0,15,15,0,15,16,0,15,14,1
White men+,13,10,0,13,11,1,13,10,1,13,10,1,13,10,1,13,10,1,13,9,1,13,9,1,15,15,1
Black men,3,26,0,3,25,0,3,26,0,3,23,0,3,25,1,7,15,1,3,23,1,3,25,1,3,27,1
White men+,5,31,0,5,30,0,5,31,0,5,31,0,5,31,0,5,31,0,5,22,0,6,36,1,5,28,1
White men+,6,42,0,6,41,0,6,42,0,6,42,0,6,42,0,6,42,0,6,44,0,6,37,0,6,35,1
White men+,11,19,0,11,20,0,11,18,0,11,20,0,11,19,0,11,19,0,11,21,1,12,22,1,11,22,1
White women+,5,36,0,5,37,0,5,35,0,5,34,0,5,36,0,5,36,0,5,37,1,6,27,1,6,28,1
White women+,2,41,0,2,35,0,2,41,0,2,41,0,2,41,0,2,41,0,2,39,1,3,19,1,2,41,1
White women+,5,37,0,5,38,0,5,36,0,5,35,0,5,37,0,5,37,0,5,38,0,6,28,1,6,29,1
White men+,12,19,0,12,19,1,12,21,1,12,19,1,12,19,1,12,19,1,12,19,1,12,23,1,13,15,1
Black women,3,16,0,3,14,0,3,16,0,3,13,0,3,16,0,3,15,-1,7,5,1,3,14,0,3,14,0
White women+,4,43,0,4,46,0,4,41,0,4,40,0,4,43,0,4,43,0,4,40,0,5,40,1,4,41,1
White women+,12,9,0,12,9,0,12,9,0,12,9,0,12,9,0,12,9,0,12,9,0,12,9,0,12,9,0
White women+,2,42,0,4,47,1,2,42,0,2,42,0,2,42,0,2,42,0,2,40,1,2,41,0,2,42,0
Black men,4,10,0,4,10,0,4,10,0,4,8,0,4,11,1,9,7,1,4,7,0,5,4,1,4,9,1
Black men,1,9,0,1,8,0,1,9,0,1,9,0,1,8,1,3,2,1,1,8,1,1,6,0,1,9,0
Black men,3,27,0,3,26,0,3,27,0,3,24,0,3,26,1,9,8,1,3,24,1,3,26,0,3,28,0
White men+,9,23,0,9,22,0,9,22,0,9,24,0,9,23,0,9,23,0,9,23,1,10,23,1,9,22,1
White women+,14,4,0,14,4,0,14,4,0,14,4,0,14,4,0,14,4,0,14,4,1,14,4,0,14,4,0
Black men,4,11,0,4,11,0,4,11,0,4,9,0,4,12,1,11,7,1,4,8,0,4,13,0,4,10,1
White women+,12,10,0,12,10,0,12,10,0,12,10,0,12,10,0,12,10,0,13,6,1,12,10,0,12,10,0
White men+,2,4,0,4,17,1,2,4,0,2,4,0,2,4,0,2,4,0,3,14,1,3,11,1,3,11,1
White men+,10,21,0,10,21,0,10,20,0,10,20,0,10,21,0,10,21,0,10,21,0,10,24,0,10,19,1
White women+,2,43,0,2,36,0,2,43,0,2,43,0,2,43,0,2,43,0,2,41,1,2,42,0,2,43,0
Black women,5,12,0,5,14,0,5,12,0,5,15,0,5,12,0,6,11,1,5,14,1,5,15,0,5,15,1
Black women,2,14,0,4,24,1,2,14,0,2,14,0,2,14,0,2,12,-1,2,12,1,2,13,0,2,14,0
Black women,4,24,0,4,25,0,4,23,0,4,22,0,4,24,0,5,15,1,4,23,1,4,22,0,4,23,0
Black women,3,17,0,3,15,0,3,17,0,3,14,0,3,17,0,3,16,-1,4,24,1,3,15,0,3,15,0
Black men,7,9,0,7,9,0,7,9,0,7,10,0,7,9,1,11,8,1,7,9,1,7,9,1,7,8,0
White men+,13,11,0,13,12,0,13,11,0,14,12,1,13,11,0,13,11,0,13,10,0,13,10,0,14,14,1
Black women,3,18,0,3,16,0,3,18,0,3,15,0,3,18,0,2,13,-1,3,14,1,3,16,0,3,16,0
White women+,6,32,0,6,34,0,6,32,0,6,36,0,6,32,0,6,32,0,6,33,0,6,29,0,6,30,0
White women+,4,44,0,4,48,0,4,42,0,4,41,0,4,44,0,4,44,0,4,41,0,4,39,0,4,42,1
White men+,13,12,0,13,13,0,13,12,0,13,11,0,13,12,0,13,12,0,13,11,0,13,11,0,13,16,0
White men+,11,20,0,11,21,1,11,19,1,11,21,1,11,20,1,11,20,1,11,22,1,11,17,1,11,23,1
Black women,5,13,0,5,15,0,8,3,1,5,16,0,5,13,0,5,16,1,5,15,1,5,16,1,5,16,1
White women+,4,45,0,4,49,0,4,43,0,4,42,0,4,45,0,4,45,0,4,42,1,4,40,0,4,43,0
White men+,9,24,0,9,23,0,9,23,0,9,25,0,9,24,0,9,24,0,9,24,0,9,23,0,10,20,1
White women+,4,46,0,4,50,0,4,44,0,4,43,0,4,46,0,4,46,0,4,43,1,4,41,0,4,44,0
Black men,10,2,0,10,3,0,10,2,0,10,3,0,10,1,1,13,3,1,10,1,1,10,2,0,10,2,0
Black men,2,10,0,2,10,0,2,10,0,2,9,0,2,8,1,6,7,1,2,7,1,2,11,0,2,9,1
Black men,3,28,0,3,27,0,3,28,0,3,25,0,4,13,1,7,16,1,3,25,0,3,27,0,3,29,0
Black men,7,10,0,7,10,0,7,10,0,7,11,0,7,10,1,12,6,1,7,10,1,7,10,0,7,9,1
White women+,21,5,0,21,5,0,21,5,0,21,5,0,21,5,0,21,5,0,21,5,0,21,5,0,21,5,0
Black men,2,11,0,8,3,1,10,3,1,2,10,0,2,9,1,12,7,1,3,26,1,3,28,1,2,10,1
Black men,2,12,0,2,11,0,2,11,0,2,11,0,2,10,1,11,9,1,7,11,1,3,29,1,2,11,1
Black men,2,13,0,2,12,0,2,12,0,2,12,0,2,11,1,6,8,1,2,8,1,2,12,1,2,12,1
Black women,4,25,0,4,26,0,4,24,0,4,23,0,4,25,0,6,12,1,4,25,1,4,23,0,4,24,0
Black men,2,14,0,2,13,0,2,13,0,2,13,0,3,27,1,5,4,1,3,27,1,3,30,1,3,30,1
White women+,4,47,0,4,51,0,4,45,0,4,44,0,4,47,0,4,47,0,4,44,0,5,41,1,4,45,1
White men+,15,16,0,15,16,0,15,15,0,15,16,0,15,16,0,15,16,0,15,16,0,15,17,0,15,16,0
White women+,6,33,0,6,35,0,6,33,0,6,37,0,6,33,0,6,33,0,6,34,0,6,30,0,6,31,0
White men+,10,22,0,10,22,0,10,21,0,10,21,0,10,22,0,10,22,0,10,22,0,10,25,0,11,24,1
White women+,10,17,0,10,17,0,10,18,0,10,17,0,10,17,0,10,17,0,10,17,1,10,18,0,10,17,0
White men+,15,17,0,15,17,0,15,16,0,15,17,0,15,17,0,15,17,0,15,17,0,15,18,0,15,17,0
White men+,7,39,0,7,43,0,7,38,0,7,35,0,7,39,0,7,39,0,7,42,0,7,41,0,7,48,1
Hispanic men,10,3,0,10,2,0,10,3,0,10,3,0,10,3,0,10,6,-1,10,2,0,10,3,0,10,3,1
White men+,1,1,0,3,14,1,1,1,0,1,1,0,1,1,0,1,1,0,2,3,1,1,1,0,1,1,0
Black men,6,5,0,6,5,0,6,5,0,6,7,0,6,5,1,8,15,1,6,7,1,6,6,0,6,5,1
White women+,5,38,0,5,39,0,5,37,0,5,36,0,5,38,0,5,38,0,5,39,0,5,42,0,5,39,0
Black women,11,2,0,11,2,0,11,2,0,11,2,0,11,2,0,11,4,1,11,2,1,11,2,0,11,2,0
Black women,14,1,0,14,1,0,14,1,0,14,1,0,14,1,0,14,1,-1,14,1,1,14,1,0,14,1,0
Black women,7,5,0,7,5,0,7,6,0,7,6,0,7,5,0,8,4,1,7,6,1,8,3,1,7,4,1
White men+,6,43,0,6,42,0,6,43,0,6,43,0,6,43,0,6,43,0,6,45,1,7,42,1,6,36,1
White men+,3,16,0,3,15,0,3,16,0,3,16,0,3,16,0,3,16,0,3,15,1,3,12,0,3,12,0
White men+,6,44,0,6,43,0,6,44,0,6,44,0,6,44,0,6,44,0,6,46,0,7,43,1,6,37,0
Black men,4,12,0,4,12,0,4,12,0,4,10,0,4,14,1,8,16,1,4,9,1,4,14,1,4,11,1
Black men,4,13,0,4,13,0,4,13,0,4,11,0,4,15,1,9,9,1,4,10,1,4,15,1,4,12,1
Black men,10,3,0,10,4,0,10,4,0,10,4,0,10,2,1,13,4,1,10,2,1,10,3,0,10,3,0
White men+,8,20,0,8,23,0,8,20,0,8,23,0,8,20,0,8,20,0,8,24,1,8,30,0,8,20,0
White women+,9,21,0,9,21,0,9,22,0,9,21,0,9,21,0,9,21,0,9,23,0,9,20,0,9,19,0
White men+,5,32,0,5,31,0,5,32,0,5,32,0,5,32,0,5,32,0,5,23,0,5,29,1,5,29,1
White men+,21,11,0,21,11,1,21,11,1,21,11,1,21,11,1,21,11,1,21,11,1,21,11,1,21,11,1
White men+,11,21,0,11,22,0,11,20,0,11,22,0,11,21,0,11,21,0,11,23,0,11,18,0,11,25,0
White men+,5,33,0,5,32,0,5,33,0,5,33,0,5,33,0,5,33,0,8,25,1,9,24,1,5,30,1
White women+,9,22,0,9,22,0,9,23,0,9,22,0,9,22,0,9,22,0,9,24,0,9,21,0,9,20,0
White men+,11,22,0,11,23,0,11,21,0,11,23,0,11,22,0,11,22,0,11,24,0,11,19,0,12,16,1
Black men,2,15,0,2,14,0,2,14,0,2,14,0,2,12,1,6,9,1,2,9,1,2,13,0,2,13,0
White men+,7,40,0,10,23,1,7,39,0,7,36,0,7,40,0,7,40,0,7,43,0,7,44,0,8,21,1
White men+,11,23,0,11,24,0,11,22,0,11,24,0,11,23,0,11,23,0,11,25,1,11,20,0,11,26,0
Black women,2,15,0,2,13,0,2,15,0,2,15,0,2,15,0,2,14,-1,2,13,1,2,14,1,2,15,1
White women+,3,25,0,3,23,0,3,25,0,3,25,0,3,25,0,3,25,0,3,24,0,4,42,1,3,23,1
White women+,11,13,0,11,13,0,11,14,0,11,13,0,11,13,0,11,13,0,11,14,0,11,14,0,11,17,0
White women+,6,34,0,6,36,0,6,34,0,6,38,0,6,34,0,6,34,0,6,35,0,6,31,0,6,32,0
White women+,6,35,0,7,17,1,6,35,0,6,39,0,6,35,0,6,35,0,6,36,1,7,23,1,6,33,1
White women+,10,18,0,10,18,0,10,19,0,12,11,1,10,18,0,10,18,0,10,18,0,10,19,0,10,18,1
White women+,4,48,0,4,52,0,4,46,0,4,45,0,4,48,0,4,48,0,4,45,1,4,43,0,4,46,0
Black women,5,14,0,5,16,0,5,13,0,5,17,0,5,14,0,5,17,1,5,16,1,5,17,0,5,17,0
White women+,2,44,0,2,37,0,2,44,0,2,44,0,2,44,0,2,44,0,2,42,0,3,20,1,2,44,1
White women+,6,36,0,6,37,0,6,36,0,6,40,0,6,36,0,6,36,0,6,37,0,6,32,0,6,34,0
Black women,4,26,0,4,27,0,4,25,0,4,24,0,4,26,0,5,18,1,4,26,0,4,24,1,4,25,1
White men+,4,21,0,4,18,0,4,21,0,4,21,0,4,21,0,4,21,0,4,21,0,4,19,1,4,24,1
Hispanic men,7,8,0,7,8,0,7,8,0,7,8,0,7,8,0,7,7,1,7,9,-1,7,10,1,7,8,1
Black women,11,3,0,11,3,0,11,3,0,11,3,0,11,3,0,11,5,-1,11,3,1,11,3,0,11,3,0
Black women,11,4,0,11,4,0,11,4,0,11,4,0,11,4,0,11,6,-1,11,4,1,11,4,0,11,4,0
White women+,5,39,0,5,40,0,5,38,0,5,37,0,5,39,0,5,39,0,5,40,0,5,43,0,5,40,0
Black men,5,6,0,5,6,0,5,6,0,5,7,0,5,8,1,9,10,1,5,12,1,5,5,0,5,7,0
White women+,12,11,0,12,11,0,12,11,0,12,12,0,12,11,0,12,11,0,12,10,1,12,11,0,13,6,1
Black men,1,10,0,1,9,0,1,10,0,1,10,0,1,9,1,5,5,1,1,9,0,2,14,1,1,10,1
White men+,5,34,0,7,44,1,5,34,0,5,34,0,5,34,0,5,34,0,5,24,0,5,30,0,5,31,1
White men+,8,21,0,8,24,0,8,21,0,8,24,0,8,21,0,8,21,0,8,26,0,8,31,0,8,22,1
Black women,11,5,0,11,5,0,11,5,0,12,1,1,11,5,0,10,4,-1,11,5,1,11,5,0,11,5,1
Hispanic men,13,1,0,13,1,0,13,2,0,13,1,0,13,1,0,16,3,1,13,1,1,14,1,1,13,1,1
White men+,10,23,0,13,14,1,10,22,0,10,22,0,10,23,0,10,23,0,10,23,0,10,26,0,10,21,0
White women+,2,45,0,2,38,0,2,45,0,2,45,0,2,45,0,2,45,0,5,41,1,2,43,1,2,45,1
White women+,3,26,0,5,41,1,3,26,0,3,26,0,3,26,0,3,26,0,3,25,0,3,21,0,3,24,0
White men+,11,24,0,11,25,0,11,23,0,11,25,0,11,24,0,11,24,0,11,26,0,11,21,0,11,27,0
White men+,10,24,0,10,24,0,10,23,0,10,23,0,10,24,0,10,24,0,10,24,0,10,27,0,10,22,0
White women+,11,14,0,11,14,0,11,15,0,11,14,0,11,14,0,11,14,0,11,15,0,11,15,0,11,18,0
White women+,4,49,0,4,53,0,4,47,0,4,46,0,4,49,0,4,49,0,5,42,1,4,44,0,5,41,1
White men+,6,45,0,6,44,0,6,45,0,6,45,0,6,45,0,6,45,0,6,47,0,6,38,0,6,38,1
Hispanic men,21,2,0,21,2,0,21,2,0,21,2,0,21,2,0,18,1,-1,21,2,-1,21,2,0,21,2,1
Hispanic men,6,9,0,6,9,0,6,8,0,6,8,0,6,9,0,4,2,-1,6,8,0,7,11,1,6,7,1
Black women,4,27,0,4,28,0,4,26,0,4,25,0,4,27,0,7,5,1,4,27,1,4,25,0,4,26,0
White women+,4,50,0,4,54,0,4,48,0,4,47,0,4,50,0,4,50,0,5,43,1,4,45,0,5,42,1
